Cell,Longitude,Latitude
H087543,116.78081,35.90643
H087611,116.88122,35.99224
H087612,116.88122,35.99224
H087613,116.88122,35.99224
G087631,116.80886,36.15001
G087632,116.80886,36.15001
G087633,116.80886,36.15001
G087721,116.77845,36.18786
G087722,116.77845,36.18786
G087723,116.77845,36.18786
G087731,116.76681,36.17402
G087732,116.76681,36.17402
G087733,116.76681,36.17402
H088271,116.84328,35.88741
H088272,116.84328,35.88741
H088273,116.84328,35.88741
G088281,116.94635,35.87967
G088282,116.94635,35.87967
G088283,116.94635,35.87967
G088351,117.08713,35.87919
G088352,117.08713,35.87919
G088353,117.08713,35.87919
G088471,116.76787,35.78802
G088472,116.76787,35.78802
G088473,116.76787,35.78802
G089251,116.37639,35.86865
G089252,116.37639,35.86865
G089253,116.37639,35.86865
G089261,116.45729,35.94273
G089262,116.45729,35.94273
G089263,116.45729,35.94273
G089421,116.31949,35.80531
G089422,116.31949,35.80531
G089423,116.31949,35.80531
G089431,116.33721,35.96045
G089432,116.33721,35.96045
G089433,116.33721,35.96045
G089451,116.32419,35.90896
G089452,116.32419,35.90896
G089453,116.32419,35.90896
G089461,116.38171,35.93599
G089462,116.38171,35.93599
G089463,116.38171,35.93599
G089481,116.32372,35.83837
G089482,116.32372,35.83837
G089483,116.32372,35.83837
H089561,116.62111,35.97623
H089562,116.62111,35.97623
H089563,116.62111,35.97623
H089571,116.51766,36.03754
H089572,116.51766,36.03754
H089573,116.51766,36.03754
G08A151,117.33703,36.15445
G08A152,117.33703,36.15445
G08A153,117.33703,36.15445
G08A451,117.1156,36.18969
G08A452,117.1156,36.18969
G08A453,117.1156,36.18969
G08A431,117.10751,36.19129
G08A432,117.10751,36.19129
G08A433,117.10751,36.19129
H08A211,117.32121,36.40601
H08A212,117.32121,36.40601
H08A213,117.32121,36.40601
G08A221,116.97026,36.18741
G08A222,116.97026,36.18741
G08A223,116.97026,36.18741
H08A231,117.20435,35.92304
H08A232,117.20435,35.92304
H08A233,117.20435,35.92304
G08A241,116.98138,35.95563
G08A242,116.98138,35.95563
G08A243,116.98138,35.95563
G08A301,117.38929,36.14805
G08A302,117.38929,36.14805
G08A303,117.38929,36.14805
H08A311,117.35793,36.17877
H08A312,117.35793,36.17877
H08A313,117.35793,36.17877
H08A321,117.35934,36.19578
H08A322,117.35934,36.19578
H08A323,117.35934,36.19578
G08A121,117.10693,36.16049
G08A122,117.10693,36.16049
G08A123,117.10693,36.16049
G08A411,117.21391,36.13106
G08A412,117.21391,36.13106
G08A413,117.21391,36.13106
G086821,117.85805,35.96279
G086822,117.85805,35.96279
G086823,117.85805,35.96279
G088241,116.67198,35.72176
G088242,116.67198,35.72176
G088243,116.67198,35.72176
G088251,116.64233,35.75383
G088252,116.64233,35.75383
G088253,116.64233,35.75383
G088291,117.08624,35.82803
G088292,117.08624,35.82803
G088293,117.08624,35.82803
G088311,116.97945,35.89633
G088312,116.97945,35.89633
G088313,116.97945,35.89633
G088381,116.76775,35.74695
G088382,116.76775,35.74695
G088383,116.76775,35.74695
G08A441,117.18522,36.22315
G08A442,117.18522,36.22315
G08A443,117.18522,36.22315
D08A444,117.18522,36.22315
D08A445,117.18522,36.22315
H088261,116.73336,35.80418
H088262,116.73336,35.80418
H088263,116.73336,35.80418
G086811,117.77607,35.73898
G086812,117.77607,35.73898
G086813,117.77607,35.73898
G086991,117.68311,35.86834
G086992,117.68311,35.86834
G086993,117.68311,35.86834
G086981,117.77826,35.90184
G086982,117.77826,35.90184
G086983,117.77826,35.90184
G086781,117.69631,35.74771
G086782,117.69631,35.74771
G086801,117.66162,35.93358
G086802,117.66162,35.93358
G086803,117.66162,35.93358
H086691,117.27906,35.84072
H086692,117.27906,35.84072
H086693,117.27906,35.84072
H086661,117.38395,35.80475
H086662,117.38395,35.80475
H086663,117.38395,35.80475
G086791,117.76447,35.86315
G086792,117.76447,35.86315
G086793,117.76447,35.86315
G08F181,117.10388,36.2391
H089351,116.12924,35.93186
H089352,116.12924,35.93186
H089353,116.12924,35.93186
G089381,116.36844,36.01336
G089382,116.36844,36.01336
G089383,116.36844,36.01336
G088251,116.64287,35.75522
G088252,116.64287,35.75522
G088253,116.64287,35.75522
G088311,116.97945,35.89633
G088312,116.97945,35.89633
G088313,116.97945,35.89633
G088381,116.76775,35.74695
G088382,116.76775,35.74695
G088383,116.76775,35.74695
G088321,116.99783,35.89587
G088322,116.99783,35.89587
G088323,116.99783,35.89587
G088351,117.08713,35.87919
G088352,117.08713,35.87919
G088353,117.08713,35.87919
G088461,116.75871,35.73001
G088462,116.75871,35.73001
G088463,116.75871,35.73001
G088281,116.94635,35.87967
G088282,116.94635,35.87967
G088283,116.94635,35.87967
G088241,116.67255,35.72252
G088242,116.67255,35.72252
G088243,116.67255,35.72252
G089501,116.37188,35.90079
G089502,116.37188,35.90079
G089503,116.37188,35.90079
G089251,116.37639,35.86865
G089252,116.37639,35.86865
G089253,116.37639,35.86865
H089361,116.29602,35.98114
H089362,116.29602,35.98114
H089363,116.29602,35.98114
H089311,116.11597,35.94767
H089312,116.11597,35.94767
H089313,116.11597,35.94767
H089581,116.64492,36.01657
H089582,116.64492,36.01657
H089583,116.64492,36.01657
H089591,116.50223,35.96386
H089592,116.50223,35.96386
H089593,116.50223,35.96386
H089561,116.62111,35.97623
H089562,116.62111,35.97623
H089563,116.62111,35.97623
H087661,116.64459,36.10137
H087662,116.64459,36.10137
H087663,116.64459,36.10137
H087511,116.743977,35.91923
H087512,116.743977,35.91923
H087513,116.743977,35.91923
H087621,116.84084,35.96029
H087622,116.84084,35.96029
H087623,116.84084,35.96029
H087671,116.73797,36.08294
H087672,116.73797,36.08294
H087673,116.73797,36.08294
G08A261,116.94911,36.14839
G08B011,117.75684,35.91606
G08B012,117.75684,35.91606
G08B013,117.75684,35.91606
G08B021,117.73483,35.90372
G08B022,117.73483,35.90372
G08B023,117.73483,35.90372
G087691,116.76108,36.30479
G089411,116.35295,35.85586
G089412,116.35295,35.85586
G089413,116.35295,35.85586
G088201,117.06751,35.81693
G088202,117.06751,35.81693
G088203,117.06751,35.81693
H088411,116.63818,35.85188
H088412,116.63818,35.85188
H088413,116.63818,35.85188
G086551,117.4670278,35.96030556
G086552,117.4670278,35.96030556
G086553,117.4670278,35.96030556
G086421,117.5893611,35.97122222
G086422,117.5893611,35.97122222
G086423,117.5893611,35.97122222
H089571,116.51766,36.03754
H089572,116.51766,36.03754
H089573,116.51766,36.03754
H089281,116.06015,35.98011
H089282,116.06015,35.98011
H089283,116.06015,35.98011
G086951,117.74654,35.90708
G086952,117.74654,35.90708
G086953,117.74654,35.90708
G08B031,117.67831,35.87519
G08B032,117.67831,35.87519
G08B033,117.67831,35.87519
G08A891,117.43391,36.0621
G08A892,117.43391,36.0621
G08A893,117.43391,36.0621
G08A911,117.40832,36.07784
G08A912,117.40832,36.07784
G08A913,117.40832,36.07784
G08A901,117.36578,36.10735
G08A902,117.36578,36.10735
G08A903,117.36578,36.10735
H086701,117.33258,35.81308
H086702,117.33258,35.81308
H086703,117.33258,35.81308
H086621,117.32369,35.83892
H086622,117.32369,35.83892
H086623,117.32369,35.83892
G08F191,117.86936,35.99377
H084101,116.30632,36.02598
H084102,116.30632,36.02598
G08A781,117.08804,36.20024
G08A782,117.08804,36.20024
G08A511,117.06885,36.19125
G08A512,117.06885,36.19125
G08A501,117.08849,36.19403
G08A502,117.08849,36.19403
G08A503,117.08849,36.19403
G08A491,117.10216,36.19576
G08A492,117.10216,36.19576
G08A493,117.10216,36.19576
G08A481,117.06336,36.18494
G08A482,117.06336,36.18494
G08A483,117.06336,36.18494
G08A351,117.16603,36.25167
G08A352,117.16603,36.25167
G08A353,117.16603,36.25167
G089601,116.4101,35.9296
G089602,116.4101,35.9296
G089603,116.4101,35.9296
G083671,117.06776,35.79599
G083672,117.06776,35.79599
H089301,116.09817,35.95889
H089302,116.09817,35.95889
H089303,116.09817,35.95889
G088431,116.80225,35.75667
G088432,116.80225,35.75667
G088433,116.80225,35.75667
G083991,116.78858,35.76044
G083992,116.78858,35.76044
G083993,116.78858,35.76044
G08A481,117.06336,36.18494
G08A482,117.06336,36.18494
G08A483,117.06336,36.18494
G08A351,117.16603,36.25167
G08A352,117.16603,36.25167
G08A353,117.16603,36.25167
G08A081,117.11192,36.17998
G08A082,117.11192,36.17998
G08A083,117.11192,36.17998
G08A471,117.10933,36.18598
G08A472,117.10933,36.18598
G08A473,117.10933,36.18598
G08A521,117.14327,36.18488
G08A522,117.14327,36.18488
G08A523,117.14327,36.18488
G08A531,117.13518,36.19223
G08A532,117.13518,36.19223
G08A533,117.13518,36.19223
H08A321,117.35934,36.19578
H08A322,117.35934,36.19578
H08A323,117.35934,36.19578
G08A141,117.03769,36.18399
G08A142,117.03769,36.18399
G08A143,117.03769,36.18399
G08A551,117.14501,36.17858
G08A552,117.14501,36.17858
G08A553,117.14501,36.17858
G08A541,117.12441,36.21305
G08A542,117.12441,36.21305
G08A543,117.12441,36.21305
G08A121,117.10693,36.16049
G08A122,117.10693,36.16049
G08A123,117.10693,36.16049
G087551,116.58177,36.18424
G087552,116.58177,36.18424
G087553,116.58177,36.18424
G087651,116.56517,36.24212
G087652,116.56517,36.24212
G087653,116.56517,36.24212
H089291,116.14621,35.99343
H089292,116.14621,35.99343
H089293,116.14621,35.99343
H089341,116.22085,36.13494
H089342,116.22085,36.13494
H089343,116.22085,36.13494
H087681,116.66409,36.05279
H087682,116.66409,36.05279
H087683,116.66409,36.05279
H088371,116.73662,35.86953
H088372,116.73662,35.86953
H088373,116.73662,35.86953
G087501,116.86081,36.21689
G087502,116.86081,36.21689
G087503,116.86081,36.21689
G087571,116.50191,36.21428
G087572,116.50191,36.21428
G087573,116.50191,36.21428
G08A561,117.13432,36.18273
G08A562,117.13432,36.18273
G08A563,117.13432,36.18273
G08B051,117.76244,35.89597
G08B052,117.76244,35.89597
G08B053,117.76244,35.89597
G08B071,117.73682,35.91729
G08B072,117.73682,35.91729
G08B073,117.73682,35.91729
G08B081,117.67241,35.87582
G08B082,117.67241,35.87582
G08B083,117.67241,35.87582
G08B111,117.69078,35.86785
G08B112,117.69078,35.86785
G08B113,117.69078,35.86785
G08B101,117.6769,35.86319
G08B102,117.6769,35.86319
G08B103,117.6769,35.86319
G08A581,117.12318,36.20599
G08A582,117.12318,36.20599
G08A583,117.12318,36.20599
H087801,116.65992,36.04038
H087802,116.65992,36.04038
H087791,116.81114,36.02233
H087792,116.81114,36.02233
H087793,116.81114,36.02233
H088391,116.68169,35.89127
H088392,116.68169,35.89127
H088393,116.68169,35.89127
H086711,117.39892,35.82896
H086712,117.39892,35.82896
H086713,117.39892,35.82896
H086641,117.57349,35.76674
H086642,117.57349,35.76674
H086643,117.57349,35.76674
G08A571,117.03603,36.18779
G08A572,117.03603,36.18779
G08A573,117.03603,36.18779
G08A341,117.13148,36.02118
G08A342,117.13148,36.02118
G08A343,117.13148,36.02118
G086501,117.46194,35.91703
G086502,117.46194,35.91703
G086503,117.46194,35.91703
H080732,117.15966,36.26136
G08B141,117.65347,36.00556
G08F111,117.09739,36.21521
G08F121,117.10438,36.23371
G08A461,117.09924,36.19143
G08A462,117.09924,36.19143
G08A463,117.09924,36.19143
G08B151,117.82239,35.75364
G08B152,117.82239,35.75364
G08B153,117.82239,35.75364
G08B161,117.64068,35.86568
G08B162,117.64068,35.86568
G08B163,117.64068,35.86568
G08B091,117.76864,35.89755
G08B092,117.76864,35.89755
G08B093,117.76864,35.89755
G085361,117.34378,36.11103
G085362,117.34378,36.11103
G085363,117.34378,36.11103
G08A621,117.09319,36.19857
G08A622,117.09319,36.19857
G08A623,117.09319,36.19857
G08A611,117.13189,36.2005
G08A612,117.13189,36.2005
G08A613,117.13189,36.2005
G08A631,117.12696,36.20224
G08A632,117.12696,36.20224
G08A633,117.12696,36.20224
G08A591,117.09272,36.19329
G08A592,117.09272,36.19329
G08A593,117.09272,36.19329
G08A601,117.16553,36.21037
G08A602,117.16553,36.21037
G08A603,117.16553,36.21037
G08A731,117.08212,36.13665
G08A732,117.08212,36.13665
G08A733,117.08212,36.13665
G08A241,116.98138,35.95563
G08A242,116.98138,35.95563
G08A243,116.98138,35.95563
G08A101,117.153972,36.196222
G08A102,117.153972,36.196222
G08A103,117.153972,36.196222
G08A131,117.02922,36.22126
G08A132,117.02922,36.22126
G08A133,117.02922,36.22126
G08A641,117.12725,36.1880833
G08A642,117.12725,36.1880833
G08A643,117.12725,36.1880833
G08A651,117.107666,36.17191
G08A652,117.107666,36.17191
G08A653,117.107666,36.17191
G08A061,117.10369,36.13616
G08A062,117.10369,36.13616
G08A063,117.10369,36.13616
G08A661,117.15794,36.20419
G08A662,117.15794,36.20419
G08A663,117.15794,36.20419
G08A951,117.10933,36.20272
G08A952,117.10933,36.20272
G08A953,117.10933,36.20272
G08B251,117.68627,35.86058
G08B252,117.68627,35.86058
G08B253,117.68627,35.86058
G08B201,117.68227,35.861444
G08B202,117.68227,35.861444
G08B203,117.68227,35.861444
G08A811,117.0812,36.15833
G08A812,117.0812,36.15833
G08A813,117.0812,36.15833
G08A671,117.1358333,36.20283333
G08A672,117.1358333,36.20283333
G08A673,117.1358333,36.20283333
G085821,117.1243611,36.18794444
G085822,117.1243611,36.18794444
G085823,117.1243611,36.18794444
G08B041,117.75883,35.91391
G08B042,117.75883,35.91391
G08B043,117.75883,35.91391
G08B061,117.75268,35.91223
G08B062,117.75268,35.91223
G08B063,117.75268,35.91223
